sequence,min,max,mean,std,median
p02_left_preop_scope01,0.0,1.0000001192092896,0.9994841689374782,0.02270626857009443,1.0
p01_left_preop_scope01,0.0,1.0000001192092896,0.9963048473117574,0.06067543108275604,1.0
